Tm,#P,PAge,RA/G,W,L,W-L%,ERA,G,GS,GF,CG,tSho,cSho,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,LOB
HOU,25,28.4,4.75,93,69,.574,4.37,162,162,155,7,6,1,48,1454.2,1453,769,707,221,486,22,1228,70,3,42,6236,106,4.48,1.333,9.0,1.4,3.0,7.6,2.53,1103
KCR,19,27.3,5.30,65,97,.401,4.87,162,162,157,5,1,0,30,1440.0,1537,858,779,209,576,26,911,61,2,73,6289,99,5.00,1.467,9.6,1.3,3.6,5.7,1.58,1111
LAD,21,30.5,4.59,86,76,.531,4.25,162,162,159,3,5,1,46,1450.2,1387,744,685,184,524,37,1212,72,11,44,6201,94,4.26,1.317,8.6,1.1,3.3,7.5,2.31,1105
MIL,24,27.3,4.98,68,94,.420,4.64,162,162,159,3,8,2,28,1436.1,1452,806,740,197,667,107,1057,72,3,58,6338,92,4.90,1.475,9.1,1.2,4.2,6.6,1.58,1223
MIN,21,27.4,4.73,85,77,.525,4.51,162,162,150,12,8,5,45,1441.1,1494,766,722,192,445,16,965,56,2,58,6187,101,4.48,1.345,9.3,1.2,2.8,6.0,2.17,1097
MON,23,27.4,5.01,68,94,.420,4.68,162,162,157,5,11,3,28,1431.1,1509,812,745,190,525,40,1103,61,4,55,6250,95,4.46,1.421,9.5,1.2,3.3,6.9,2.10,1144
NYM,22,31.1,4.40,82,80,.506,4.07,162,162,156,6,14,3,48,1445.2,1418,713,654,186,438,60,1191,43,7,53,6107,102,4.07,1.284,8.8,1.2,2.7,7.4,2.72,1057
NYY,20,30.9,4.43,95,65,.594,4.02,161,161,154,7,9,3,57,1451.1,1429,713,649,158,465,29,1266,55,6,54,6174,112,3.79,1.305,8.9,1.0,2.9,7.9,2.72,1107
OAK,16,28.0,3.98,102,60,.630,3.59,162,162,149,13,9,6,44,1463.1,1384,645,583,153,440,49,1117,46,3,42,6115,122,3.88,1.246,8.5,0.9,2.7,6.9,2.54,1080
PHI,22,28.9,4.44,86,76,.531,4.15,162,162,154,8,7,3,47,1445.1,1417,719,667,170,527,60,1086,70,6,40,6198,102,4.31,1.345,8.8,1.1,3.3,6.8,2.06,1143
PIT,22,28.1,5.30,62,100,.383,5.05,162,162,154,8,9,2,36,1416.1,1493,858,794,167,549,74,908,80,4,49,6222,90,4.63,1.442,9.5,1.1,3.5,5.8,1.65,1115
SDP,25,28.7,5.01,79,83,.488,4.52,162,162,157,5,6,1,46,1440.2,1519,812,724,219,476,54,1088,56,5,46,6278,88,4.62,1.385,9.5,1.4,3.0,6.8,2.29,1144
SEA,15,30.8,3.87,116,46,.716,3.54,162,162,154,8,14,4,56,1465.0,1293,627,576,160,465,28,1051,64,1,40,6096,117,4.12,1.200,7.9,1.0,2.9,6.5,2.26,1074
SFG,18,29.2,4.62,90,72,.556,4.18,162,162,159,3,8,1,47,1463.1,1437,748,680,145,579,49,1080,33,3,50,6294,95,4.12,1.378,8.8,0.9,3.6,6.6,1.87,1156
STL,21,29.3,4.22,93,69,.574,3.93,162,162,154,8,11,4,38,1435.1,1389,684,627,196,526,36,1083,72,6,45,6121,110,4.57,1.334,8.7,1.2,3.3,6.8,2.06,1131
TBD,24,26.9,5.48,62,100,.383,4.94,162,162,161,1,6,1,30,1423.2,1513,887,781,207,569,21,1030,75,7,75,6288,90,4.85,1.462,9.6,1.3,3.6,6.5,1.81,1130
TEX,25,28.5,5.98,73,89,.451,5.71,162,162,158,4,3,1,37,1438.1,1670,968,913,222,596,33,951,63,9,70,6469,82,5.11,1.575,10.4,1.4,3.7,6.0,1.60,1186
TOR,20,28.5,4.65,80,82,.494,4.28,162,162,155,7,10,5,41,1462.2,1553,753,696,165,490,60,1041,76,8,33,6305,107,4.25,1.397,9.6,1.0,3.0,6.4,2.12,1164
LgAvg,20,28.7,4.78,81,81,.500,4.41,162,162,155,7,,,40,1443,1463,773,707,182,527,46,1080,63,5,49,6233,100,4.42,1.379,9.1,1.1,3.3,6.7,2.05,1130
,591,28.7,4.78,2428,2428,.500,4.41,4858,4858,4659,199,,,1210,43287.1,43879,23199,21215,5458,15806,1384,32404,1890,151,1484,186976,100,4.42,1.379,9.1,1.1,3.3,6.7,2.05,33914
