2B,3B,AB,BB,CS,G,GIDP,H,HBP,HR,IBB,PA,R,RBI,SB,SF,SH,SO,TB,age,batting_avg,onbase_perc,onbase_plus_slugging,onbase_plus_slugging_plus,player,pos,runs_allowed,slugging_perc,year
0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,Luke Hochevar,P,601,0.0,2013
0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0,0.0,0.0,0.0,Tim Collins,P,601,0.0,2013
16,0,289,12,0,76,14,87,1,11,3,305,38,39,0,3,0,27,136,22,0.301,0.32799999999999996,0.7979999999999999,115.0,Salvador Perez,C,746,0.47100000000000003,2012
22,2,535,56,1,152,10,124,2,14,4,598,65,60,16,5,0,95,192,22,0.23199999999999998,0.304,0.6629999999999999,81.0,Eric Hosmer,1B,746,0.359,2012
10,3,189,11,3,64,3,52,0,0,0,210,22,17,9,2,8,17,68,28,0.275,0.312,0.672,83.0,Chris Getz,2B,746,0.36,2012
30,7,605,27,5,155,14,177,8,5,2,648,68,52,35,0,8,100,236,25,0.293,0.331,0.721,96.0,Alcides Escobar,SS,746,0.39,2012
34,1,563,39,2,149,4,136,7,20,4,614,69,73,5,5,0,124,232,23,0.242,0.29600000000000004,0.708,91.0,Mike Moustakas,3B,746,0.41200000000000003,2012
51,5,642,73,5,161,14,189,3,14,3,721,93,72,10,3,0,140,292,28,0.294,0.368,0.8220000000000001,123.0,Alex Gordon,LF,746,0.455,2012
8,5,292,30,5,102,5,76,1,0,1,330,52,9,30,3,4,56,94,27,0.26,0.32799999999999996,0.65,79.0,Jarrod Dyson,CF,746,0.322,2012
26,3,561,34,7,148,14,132,7,16,9,603,58,49,4,1,0,119,212,28,0.235,0.287,0.665,80.0,Jeff Francoeur,RF,746,0.37799999999999995,2012
32,1,614,54,1,161,20,192,7,29,9,679,72,107,2,4,0,111,313,26,0.313,0.373,0.882,138.0,Billy Butler,DH,746,0.51,2012
9,2,222,15,0,61,4,59,3,7,0,244,27,31,10,4,0,56,93,26,0.266,0.316,0.7340000000000001,98.0,Lorenzo Cain,CF,746,0.419,2012
14,1,215,9,1,57,10,49,0,7,0,228,21,36,0,3,1,25,86,30,0.228,0.256,0.6559999999999999,75.0,Yuniesky Betancourt,2B,746,0.4,2012
10,1,212,9,1,68,7,50,0,2,0,226,16,25,0,4,1,24,68,30,0.23600000000000002,0.262,0.583,58.0,Brayan Pena,C,746,0.321,2012
7,1,181,8,0,53,4,43,0,1,0,189,21,15,3,0,0,35,55,24,0.23800000000000002,0.27,0.574,57.0,Johnny Giavotella,2B,746,0.304,2012
12,0,138,4,1,43,1,32,1,1,0,144,7,19,0,1,0,28,47,32,0.23199999999999998,0.257,0.598,61.0,Humberto Quintero,C,746,0.341,2012
6,1,85,4,2,24,2,29,0,0,0,91,14,7,0,0,2,9,37,29,0.341,0.371,0.8059999999999999,119.0,Irving Falu,IF,746,0.435,2012
2,1,70,2,0,22,1,18,1,1,0,74,5,15,0,1,0,13,25,27,0.257,0.284,0.6409999999999999,74.0,Tony Abreu,UT,746,0.35700000000000004,2012
1,1,64,8,0,32,0,11,0,2,0,74,8,7,2,1,1,24,20,30,0.172,0.26,0.573,56.0,Mitch Maier,UT,746,0.313,2012
2,1,62,4,4,30,1,16,0,0,0,66,10,5,5,0,0,4,20,30,0.258,0.303,0.626,71.0,Jason Bourgeois,CF,746,0.32299999999999995,2012
2,1,59,4,0,20,2,14,1,0,0,65,9,2,1,1,0,9,18,26,0.237,0.292,0.597,64.0,David Lough,OF,746,0.305,2012
1,0,11,1,0,4,0,2,0,1,0,12,1,2,0,0,0,3,6,28,0.182,0.25,0.795,109.0,Adam Moore,UT,746,0.545,2012
0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,2,0,27,0.0,0.0,0.0,-100.0,Clint Robinson, ,746,0.0,2012
0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,25,0.0,0.0,0.0,-100.0,Manny Pina,C,746,0.0,2012
0,0,4,0,0,18,0,2,0,0,0,5,0,1,0,0,1,2,2,25,0.5,0.5,1.0,175.0,Vin Mazzaro,P,746,0.5,2012
0,0,5,0,0,32,0,1,0,0,0,5,0,0,0,0,0,1,1,28,0.2,0.2,0.4,10.0,Luke Hochevar,P,746,0.2,2012
0,0,5,0,0,35,0,1,0,0,0,5,0,0,0,0,0,3,1,35,0.2,0.2,0.4,10.0,Bruce Chen,P,746,0.2,2012
0,0,2,0,0,12,0,0,0,0,0,2,0,0,0,0,0,2,0,29,0.0,0.0,0.0,-100.0,Jonathan Sanchez,P,746,0.0,2012
0,0,2,0,0,30,0,0,0,0,0,2,0,0,0,0,0,2,0,28,0.0,0.0,0.0,-100.0,Luis Mendoza,P,746,0.0,2012
0,0,1,0,0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,24,0.0,0.0,0.0,-100.0,Nathan Adcock,P,746,0.0,2012
0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,32,0.0,0.0,0.0,-100.0,Roman Colon,P,746,0.0,2012
0,0,1,0,0,72,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0.0,0.0,0.0,-100.0,Tim Collins,P,746,0.0,2012
0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Jeremy Jeffress,P,746,0.0,2012
0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Greg Holland,P,746,0.0,2012
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0,0.0,0.0,0.0,Jake Odorizzi,P,746,0.0,2012
0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Louis Coleman,P,746,0.0,2012
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,Felipe Paulino,P,746,0.0,2012
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Ryan Verdugo,P,746,0.0,2012
0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,Everett Teaford,P,746,0.0,2012
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0,0.0,0.0,0.0,Danny Duffy,P,746,0.0,2012
0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.0,0.0,0.0,0.0,Jeremy Guthrie,P,746,0.0,2012
0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0,0.0,0.0,0.0,Will Smith,P,746,0.0,2012
0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0,0.0,0.0,0.0,Kelvin Herrera,P,746,0.0,2012
0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,Francisley Bueno,P,746,0.0,2012
0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Aaron Crow,P,746,0.0,2012
0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,Jonathan Broxton,P,746,0.0,2012
0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Jose Mijares,P,746,0.0,2012
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,Tommy Hottovy,P,746,0.0,2012
6,0,186,33,2,65,3,42,4,3,0,230,24,21,2,2,5,49,57,35,0.226,0.35100000000000003,0.6579999999999999,84.0,Matt Treanor,C,762,0.306,2011
27,3,523,34,5,128,13,153,1,19,7,563,66,78,11,5,0,82,243,21,0.293,0.33399999999999996,0.799,118.0,Eric Hosmer,1B,762,0.465,2011
6,3,380,30,7,118,5,97,3,0,0,429,50,26,21,2,14,45,109,27,0.255,0.313,0.6,68.0,Chris Getz,2B,762,0.287,2011
21,8,548,25,9,158,10,139,4,4,1,598,69,46,26,3,18,73,188,24,0.254,0.29,0.633,74.0,Alcides Escobar,SS,762,0.34299999999999997,2011
18,1,338,22,0,89,5,89,1,5,0,365,26,30,2,2,2,51,124,22,0.263,0.309,0.675,86.0,Mike Moustakas,3B,762,0.36700000000000005,2011
45,4,611,67,8,151,9,185,7,23,2,690,101,87,17,3,0,139,307,27,0.303,0.376,0.879,140.0,Alex Gordon,LF,762,0.502,2011
44,5,658,35,10,155,12,201,1,18,3,706,102,87,20,5,7,94,309,26,0.305,0.33899999999999997,0.809,121.0,Melky Cabrera,CF,762,0.47,2011
47,4,601,37,10,153,17,171,8,20,3,656,77,87,22,10,0,123,286,27,0.285,0.32899999999999996,0.805,119.0,Jeff Francoeur,RF,762,0.47600000000000003,2011
44,0,597,66,1,159,16,174,3,19,15,673,74,95,2,7,0,95,275,25,0.29100000000000004,0.361,0.8220000000000001,125.0,Billy Butler,DH,762,0.461,2011
11,0,222,12,0,72,6,55,2,3,0,240,17,24,0,4,0,24,75,29,0.248,0.28800000000000003,0.625,72.0,Brayan Pena,C,762,0.33799999999999997,2011
15,1,203,20,1,57,6,57,0,3,6,226,29,27,3,3,0,58,83,29,0.281,0.341,0.75,106.0,Wilson Betemit,3B,762,0.409,2011
11,3,185,9,2,53,5,41,2,5,0,202,14,31,10,3,3,27,73,30,0.222,0.261,0.6559999999999999,78.0,Mike Aviles,IF,762,0.395,2011
9,4,178,6,2,46,4,44,1,2,0,187,20,21,5,2,0,32,67,23,0.247,0.273,0.649,77.0,Johnny Giavotella,2B,762,0.376,2011
8,2,148,7,0,39,5,49,1,3,0,158,20,21,0,2,0,20,70,21,0.331,0.361,0.8340000000000001,128.0,Salvador Perez,C,762,0.473,2011
4,3,95,16,0,45,1,22,1,0,0,113,19,7,1,1,0,32,32,29,0.23199999999999998,0.345,0.682,90.0,Mitch Maier,UT,762,0.337,2011
4,0,82,12,0,23,3,16,0,2,0,96,6,6,0,1,1,26,26,27,0.195,0.295,0.612,69.0,Kila Ka'aihue,1B,762,0.317,2011
1,0,44,7,1,26,0,9,0,0,0,53,8,3,11,1,1,14,10,26,0.205,0.308,0.535,51.0,Jarrod Dyson,UT,762,0.22699999999999998,2011
1,0,23,2,0,6,0,7,0,0,0,26,2,6,0,1,0,5,8,23,0.304,0.34600000000000003,0.6940000000000001,93.0,Yamaico Navarro,IF,762,0.348,2011
1,0,22,1,0,6,0,6,0,0,0,23,4,1,0,0,0,4,7,25,0.273,0.304,0.623,73.0,Lorenzo Cain,OF,762,0.318,2011
2,0,14,1,0,4,1,3,0,0,0,15,2,0,0,0,0,2,5,24,0.214,0.267,0.624,71.0,Manny Pina,C,762,0.35700000000000004,2011
0,0,1,0,0,21,0,0,0,0,0,4,0,1,0,0,3,1,0,27,0.0,0.0,0.0,-100.0,Felipe Paulino,P,762,0.0,2011
0,0,3,0,0,20,0,0,0,0,0,3,0,0,0,0,0,2,0,22,0.0,0.0,0.0,-100.0,Danny Duffy,P,762,0.0,2011
0,0,2,0,0,7,0,0,0,0,0,2,0,0,0,0,0,2,0,24,0.0,0.0,0.0,-100.0,Vin Mazzaro,P,762,0.0,2011
0,0,2,0,0,31,0,0,0,0,0,2,0,0,0,0,0,1,0,30,0.0,0.0,0.0,-100.0,Jeff Francis,P,762,0.0,2011
0,0,2,0,0,31,0,0,0,0,0,2,0,0,0,0,0,1,0,27,0.0,0.0,0.0,-100.0,Luke Hochevar,P,762,0.0,2011
0,0,1,0,0,25,0,0,0,0,0,2,0,0,0,0,1,1,0,34,0.0,0.0,0.0,-100.0,Bruce Chen,P,762,0.0,2011
0,0,1,0,0,48,0,0,0,0,0,1,0,0,0,0,0,1,0,25,0.0,0.0,0.0,-100.0,Louis Coleman,P,762,0.0,2011
0,0,1,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0,27,0.0,0.0,0.0,-100.0,Kyle Davies,P,762,0.0,2011
0,0,1,0,0,55,0,0,0,0,0,1,0,0,0,0,0,1,0,25,0.0,0.0,0.0,-100.0,Blake Wood,P,762,0.0,2011
0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0,0.0,0.0,0.0,Jeremy Jeffress,P,762,0.0,2011
0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Joakim Soria,P,762,0.0,2011
0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Greg Holland,P,762,0.0,2011
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,Rob Tejeda,P,762,0.0,2011
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Kanekoa Texeira,P,762,0.0,2011
0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0,0.0,0.0,0.0,Nathan Adcock,P,762,0.0,2011
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0,0.0,0.0,0.0,Sean O'Sullivan,P,762,0.0,2011
0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Everett Teaford,P,762,0.0,2011
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.0,0.0,0.0,0.0,Kelvin Herrera,P,762,0.0,2011
0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Aaron Crow,P,762,0.0,2011
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Jesse Chavez,P,762,0.0,2011
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Luis Mendoza,P,762,0.0,2011
0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.0,0.0,0.0,0.0,Tim Collins,P,762,0.0,2011
18,0,434,37,7,118,12,111,6,0,2,490,39,37,12,7,6,45,129,36,0.256,0.318,0.615,71.0,Jason Kendall,C,845,0.297,2010
45,0,595,69,0,158,32,189,5,15,8,678,77,78,0,9,0,78,279,24,0.318,0.38799999999999996,0.857,134.0,Billy Butler,1B,845,0.469,2010
16,3,424,20,5,110,13,129,1,8,0,448,63,32,14,3,0,49,175,29,0.304,0.335,0.748,104.0,Mike Aviles,2B,845,0.413,2010
29,2,556,23,3,151,13,144,1,16,1,588,60,78,2,4,4,64,225,28,0.259,0.28800000000000003,0.6920000000000001,88.0,Yuniesky Betancourt,SS,845,0.405,2010
19,2,349,19,1,88,14,96,0,8,2,373,40,43,3,5,0,29,143,27,0.275,0.308,0.718,95.0,Alberto Callaspo,3B,845,0.41,2010
8,6,390,29,12,95,5,121,0,5,1,435,46,44,30,6,10,57,156,34,0.31,0.353,0.753,107.0,Scott Podsednik,LF,845,0.4,2010
15,6,373,41,2,117,3,98,0,5,2,421,41,39,3,3,4,68,140,28,0.263,0.33299999999999996,0.7090000000000001,94.0,Mitch Maier,CF,845,0.375,2010
23,3,352,34,3,91,10,112,4,5,2,394,46,37,3,1,3,47,156,30,0.318,0.384,0.8270000000000001,127.0,David DeJesus,RF,845,0.44299999999999995,2010
17,2,396,27,0,106,9,101,9,16,1,438,46,62,1,5,0,84,170,34,0.255,0.314,0.743,102.0,Jose Guillen,DH,845,0.429,2010
20,0,276,36,0,84,3,82,1,13,2,315,36,43,0,2,0,74,141,28,0.297,0.37799999999999995,0.889,141.0,Wilson Betemit,UT,845,0.511,2010
10,0,242,34,5,74,9,52,2,8,1,281,34,20,1,1,2,62,86,26,0.215,0.315,0.6709999999999999,84.0,Alex Gordon,LF,845,0.355,2010
9,0,224,19,2,72,3,53,2,0,1,248,23,18,15,0,3,28,62,26,0.237,0.302,0.579,61.0,Chris Getz,2B,845,0.27699999999999997,2010
6,1,180,24,1,52,5,39,0,8,2,206,22,25,0,1,1,39,71,26,0.217,0.307,0.7020000000000001,91.0,Kila Ka'aihue,UT,845,0.39399999999999996,2010
8,3,179,21,2,49,3,49,0,1,0,203,22,11,10,1,2,35,66,26,0.27399999999999997,0.348,0.7170000000000001,97.0,Gregor Blanco,CF,845,0.369,2010
10,1,170,8,5,72,4,45,0,3,0,181,31,17,8,1,2,25,66,32,0.265,0.29600000000000004,0.684,86.0,Willie Bloomquist,UT,845,0.38799999999999996,2010
10,0,158,12,0,60,8,40,1,1,0,174,11,19,2,2,1,27,53,28,0.253,0.306,0.642,76.0,Brayan Pena,C,845,0.335,2010
7,0,92,7,0,27,2,24,1,4,0,101,14,15,1,1,0,29,43,30,0.261,0.317,0.784,112.0,Rick Ankiel,CF,845,0.467,2010
4,2,57,6,1,18,2,12,0,1,0,65,11,5,9,0,2,16,23,25,0.21100000000000002,0.28600000000000003,0.6890000000000001,87.0,Jarrod Dyson,CF,845,0.40399999999999997,2010
3,0,55,4,0,20,0,13,1,1,0,60,5,4,1,0,0,23,19,25,0.23600000000000002,0.3,0.645,77.0,Jai Miller,RF,845,0.345,2010
0,0,49,1,0,13,1,15,0,3,0,50,5,6,0,0,0,9,24,27,0.306,0.32,0.81,119.0,Josh Fields,3B,845,0.49,2010
1,0,37,0,1,12,1,7,1,0,0,39,3,6,0,1,0,10,8,25,0.18899999999999997,0.205,0.42100000000000004,16.0,Lucas May,UT,845,0.21600000000000003,2010
0,0,6,0,0,33,0,0,0,0,0,7,0,0,0,0,1,1,0,26,0.0,0.0,0.0,-100.0,Zack Greinke,P,845,0.0,2010
1,0,5,0,0,24,0,1,0,0,0,6,1,1,0,0,1,3,2,29,0.2,0.2,0.6,60.0,Brian Bannister,P,845,0.4,2010
0,0,1,0,0,6,0,0,0,0,0,2,0,0,0,0,1,1,0,27,0.0,0.0,0.0,-100.0,Anthony Lerew,P,845,0.0,2010
0,0,1,0,0,32,0,0,0,0,0,2,0,0,0,0,1,0,0,26,0.0,0.0,0.0,-100.0,Kyle Davies,P,845,0.0,2010
0,0,1,0,0,33,0,1,0,0,0,2,0,0,0,0,1,0,1,33,1.0,1.0,2.0,452.0,Bruce Chen,P,845,1.0,2010
0,0,1,0,0,27,0,0,0,0,0,1,0,0,0,0,0,1,0,24,0.0,0.0,0.0,-100.0,Kanekoa Texeira,P,845,0.0,2010
0,0,1,0,0,18,0,0,0,0,0,1,0,0,0,0,0,1,0,26,0.0,0.0,0.0,-100.0,Luke Hochevar,P,845,0.0,2010
0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,Victor Marte,P,845,0.0,2010
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.0,0.0,0.0,0.0,John Parrish,P,845,0.0,2010
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,Juan Cruz,P,845,0.0,2010
0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,Dusty Hughes,P,845,0.0,2010
0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Joakim Soria,P,845,0.0,2010
0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Greg Holland,P,845,0.0,2010
0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,Rob Tejeda,P,845,0.0,2010
0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.0,0.0,0.0,0.0,Kyle Farnsworth,P,845,0.0,2010
0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,Bryan Bullington,P,845,0.0,2010
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Philip Humber,P,845,0.0,2010
0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0,0.0,0.0,0.0,Sean O'Sullivan,P,845,0.0,2010
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Josh Rupe,P,845,0.0,2010
0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,Brad Thompson,P,845,0.0,2010
0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Blake Wood,P,845,0.0,2010
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,Gil Meche,P,845,0.0,2010
0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Jesse Chavez,P,845,0.0,2010
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Luis Mendoza,P,845,0.0,2010
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,Roman Colon,P,845,0.0,2010
15,5,390,19,2,114,10,97,5,23,0,416,51,65,5,1,1,126,191,30,0.249,0.292,0.7809999999999999,103.0,Miguel Olivo,C,842,0.49,2009
51,1,608,58,0,159,20,183,2,21,3,672,78,93,1,4,0,103,299,23,0.301,0.36200000000000004,0.853,125.0,Billy Butler,1B,842,0.49200000000000005,2009
41,8,576,52,1,155,15,173,1,11,4,634,79,73,2,5,0,51,263,26,0.3,0.35600000000000004,0.813,115.0,Alberto Callaspo,2B,842,0.457,2009
10,5,246,11,2,71,8,59,0,4,0,263,25,27,0,3,3,26,91,27,0.24,0.26899999999999996,0.639,68.0,Yuniesky Betancourt,SS,842,0.37,2009
34,1,524,37,1,144,11,142,6,12,4,571,69,50,8,2,2,123,214,27,0.271,0.325,0.7340000000000001,94.0,Mark Teahen,3B,842,0.408,2009
28,9,558,51,9,144,10,157,8,13,0,627,74,71,4,5,5,87,242,29,0.281,0.34700000000000003,0.7809999999999999,107.0,David DeJesus,LF,842,0.434,2009
15,3,341,43,2,127,6,83,4,3,2,397,42,31,9,2,7,76,113,27,0.243,0.33299999999999996,0.665,79.0,Mitch Maier,CF,842,0.331,2009
8,0,281,22,0,81,13,68,8,9,1,312,30,40,1,1,0,50,103,33,0.242,0.314,0.6809999999999999,81.0,Jose Guillen,RF,842,0.36700000000000005,2009
16,1,434,41,0,128,9,99,2,19,2,478,46,61,0,1,0,132,174,28,0.228,0.297,0.698,84.0,Mike Jacobs,DH,842,0.401,2009
11,8,434,27,6,125,7,115,1,4,1,468,52,29,25,2,4,73,154,31,0.265,0.308,0.6629999999999999,77.0,Willie Bloomquist,UT,842,0.355,2009
8,5,180,29,2,49,4,41,1,3,1,215,30,14,13,1,4,23,68,29,0.228,0.336,0.7140000000000001,91.0,Coco Crisp,CF,842,0.37799999999999995,2009
12,4,186,13,1,59,2,46,1,8,0,202,16,36,1,1,1,55,90,28,0.247,0.299,0.782,104.0,John Buck,C,842,0.484,2009
6,0,164,21,0,49,5,38,2,6,0,189,28,22,5,1,1,43,62,25,0.23199999999999998,0.324,0.703,87.0,Alex Gordon,3B,842,0.37799999999999995,2009
10,0,165,12,0,64,5,45,0,6,2,183,17,18,0,2,4,18,73,27,0.273,0.318,0.7609999999999999,100.0,Brayan Pena,UT,842,0.442,2009
3,1,120,4,0,36,3,22,0,1,0,127,10,8,1,1,2,26,30,28,0.183,0.20800000000000002,0.45799999999999996,22.0,Mike Aviles,SS,842,0.25,2009
3,0,118,5,3,44,3,28,0,1,0,123,20,8,12,0,0,21,34,26,0.237,0.268,0.556,49.0,Josh Anderson,CF,842,0.28800000000000003,2009
1,0,73,4,0,37,2,15,1,0,0,81,4,4,1,0,3,18,16,25,0.205,0.256,0.47600000000000003,29.0,Luis Hernandez,SS,842,0.21899999999999997,2009
1,0,51,2,0,40,1,5,0,0,0,53,3,2,0,0,0,13,6,28,0.098,0.132,0.25,-32.0,Tony Pena,SS,842,0.11800000000000001,2009
2,0,45,4,0,18,0,11,0,0,0,51,8,3,0,0,0,12,13,33,0.244,0.306,0.595,60.0,Ryan Freel,OF,842,0.289,2009
0,0,18,1,0,15,0,2,0,0,0,19,4,1,0,0,0,6,2,26,0.111,0.158,0.26899999999999996,-26.0,Tug Hulett,UT,842,0.111,2009
1,0,6,0,0,33,0,1,0,0,0,6,0,0,0,0,0,2,2,25,0.16699999999999998,0.16699999999999998,0.5,29.0,Zack Greinke,P,842,0.33299999999999996,2009
0,0,5,0,0,26,1,1,0,0,0,5,0,1,0,0,0,2,1,28,0.2,0.2,0.4,7.0,Brian Bannister,P,842,0.2,2009
0,0,5,0,0,25,0,0,0,0,0,5,0,0,0,0,0,4,0,25,0.0,0.0,0.0,-100.0,Luke Hochevar,P,842,0.0,2009
0,0,1,0,0,22,0,0,0,0,0,2,0,0,0,0,1,0,0,25,0.0,0.0,0.0,-100.0,Kyle Davies,P,842,0.0,2009
0,0,2,0,0,23,0,0,0,0,0,2,0,0,0,0,0,1,0,30,0.0,0.0,0.0,-100.0,Gil Meche,P,842,0.0,2009
0,0,1,1,0,17,0,1,0,0,0,2,0,0,0,0,0,0,1,32,1.0,1.0,2.0,438.0,Bruce Chen,P,842,1.0,2009
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,Victor Marte,P,842,0.0,2009
0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,Juan Cruz,P,842,0.0,2009
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Anthony Lerew,P,842,0.0,2009
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Dusty Hughes,P,842,0.0,2009
0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Joakim Soria,P,842,0.0,2009
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Carlos Rosa,P,842,0.0,2009
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,Doug Waechter,P,842,0.0,2009
0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Rob Tejeda,P,842,0.0,2009
0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.0,0.0,0.0,0.0,Kyle Farnsworth,P,842,0.0,2009
0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.0,0.0,0.0,0.0,Ron Mahay,P,842,0.0,2009
0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.0,0.0,0.0,0.0,Sidney Ponson,P,842,0.0,2009
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,Lenny DiNardo,P,842,0.0,2009
0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.0,0.0,0.0,0.0,John Bale,P,842,0.0,2009
0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.0,0.0,0.0,0.0,Jamey Wright,P,842,0.0,2009
