2B,3B,AB,BB,CS,G,GIDP,H,HBP,HR,IBB,PA,R,RBI,SB,SF,SH,SO,TB,age,batting_avg,onbase_perc,onbase_plus_slugging,onbase_plus_slugging_plus,player,pos,runs_allowed,slugging_perc,year
0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,Chris Haney,P,899,0.0,1998
0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.0,0.0,0.0,0.0,Jeff Montgomery,P,899,0.0,1998
14,2,257,24,2,82,4,61,6,8,3,291,34,35,0,1,3,47,103,33,0.237,0.316,0.7170000000000001,85.0,Mike Macfarlane,C,820,0.401,1997
30,1,543,89,5,155,9,129,2,28,4,647,84,112,16,12,1,96,245,32,0.23800000000000002,0.341,0.792,104.0,Jeff King,1B,820,0.451,1997
23,6,424,41,10,106,5,126,0,2,3,471,59,39,9,0,6,64,167,28,0.297,0.359,0.753,96.0,Jose Offerman,2B,820,0.39399999999999996,1997
28,3,573,71,6,153,13,167,4,21,2,660,89,92,10,9,3,101,264,31,0.29100000000000004,0.368,0.8290000000000001,115.0,Jay Bell,SS,820,0.461,1997
15,1,252,10,2,77,13,58,2,8,0,267,26,33,2,2,1,57,99,28,0.23,0.263,0.6559999999999999,68.0,Craig Paquette,3B,820,0.39299999999999996,1997
17,2,346,21,3,97,6,107,1,1,2,372,44,36,15,3,1,53,131,33,0.309,0.348,0.726,90.0,Bip Roberts,LF,820,0.379,1997
13,4,367,19,10,97,5,100,2,2,0,400,51,22,34,1,11,51,127,28,0.272,0.311,0.657,71.0,Tom Goodwin,CF,820,0.34600000000000003,1997
14,0,263,17,1,75,6,62,1,7,0,283,26,22,2,1,1,51,97,23,0.23600000000000002,0.284,0.653,69.0,Jermaine Dye,RF,820,0.369,1997
20,0,477,85,3,140,15,133,1,30,16,567,71,90,6,4,0,96,243,37,0.27899999999999997,0.386,0.8959999999999999,131.0,Chili Davis,DH,820,0.509,1997
12,8,472,42,10,146,3,130,3,8,2,524,70,48,16,1,6,70,182,23,0.275,0.33799999999999997,0.723,88.0,Johnny Damon,OF,820,0.386,1997
10,1,187,15,2,49,3,52,2,9,0,206,23,31,1,2,0,50,91,28,0.278,0.335,0.8220000000000001,111.0,Dean Palmer,3B,820,0.48700000000000004,1997
7,1,191,10,2,53,2,51,1,8,0,204,22,21,2,0,2,49,84,24,0.267,0.307,0.747,92.0,Yamil Benitez,OF,820,0.44,1997
6,1,159,17,1,75,4,32,2,3,0,182,12,15,1,2,2,32,49,29,0.201,0.28300000000000003,0.5920000000000001,54.0,Scott Cooper,3B,820,0.308,1997
8,1,162,10,2,80,1,39,1,1,1,177,24,13,2,1,3,31,52,30,0.24100000000000002,0.287,0.608,59.0,David Howard,2B,820,0.321,1997
6,0,130,14,0,51,2,31,2,5,1,146,11,18,0,0,0,37,52,27,0.23800000000000002,0.322,0.722,87.0,Joe Vitiello,UT,820,0.4,1997
5,1,123,10,3,74,1,34,2,2,0,139,16,10,4,0,4,28,47,27,0.276,0.341,0.723,88.0,Shane Halter,UT,820,0.382,1997
7,0,101,17,0,31,2,26,1,2,0,121,14,9,4,0,2,22,39,24,0.257,0.37,0.7559999999999999,98.0,Rod Myers,OF,820,0.386,1997
6,1,94,13,2,34,2,29,1,1,0,111,11,14,3,1,2,29,40,24,0.309,0.39399999999999996,0.82,114.0,Jed Hansen,2B,820,0.426,1997
2,0,69,5,0,27,0,20,0,2,0,75,9,8,0,0,1,12,28,27,0.29,0.33799999999999997,0.7440000000000001,93.0,Larry Sutton,UT,820,0.406,1997
2,0,38,1,0,13,1,8,0,1,0,39,4,1,0,0,0,12,13,25,0.21100000000000002,0.231,0.573,47.0,Sal Fasano,UT,820,0.342,1997
1,1,31,6,0,16,1,7,0,0,0,38,3,3,0,0,1,8,10,23,0.226,0.35100000000000003,0.674,78.0,Felix Martinez,UT,820,0.32299999999999995,1997
0,0,35,2,0,17,0,6,1,1,0,38,3,2,0,0,0,12,9,30,0.171,0.237,0.494,29.0,Tim Spehr,C,820,0.257,1997
0,1,29,5,0,13,0,7,0,1,0,34,8,4,0,0,0,7,12,25,0.24100000000000002,0.353,0.767,99.0,Jon Nunnally,OF,820,0.414,1997
0,0,9,0,0,6,0,2,1,0,0,10,2,2,0,0,0,3,2,24,0.222,0.3,0.522,39.0,Ryan Long,UT,820,0.222,1997
1,0,8,0,0,5,1,2,0,0,0,8,1,0,0,0,0,0,3,26,0.25,0.25,0.625,60.0,Andy Stewart,UT,820,0.375,1997
0,0,6,0,0,34,0,0,0,0,0,6,0,0,0,0,0,5,0,29,0.0,0.0,0.0,-100.0,Kevin Appier,P,820,0.0,1997
0,0,6,0,0,32,1,0,0,0,0,6,0,0,0,0,0,1,0,35,0.0,0.0,0.0,-100.0,Tim Belcher,P,820,0.0,1997
0,0,3,0,0,30,0,0,0,0,0,3,0,0,0,0,0,2,0,22,0.0,0.0,0.0,-100.0,Glendon Rusch,P,820,0.0,1997
1,0,2,0,0,21,0,1,0,0,0,2,0,0,0,0,0,1,2,23,0.5,0.5,1.5,278.0,Jim Pittsley,P,820,1.0,1997
0,0,2,0,0,34,0,0,0,0,0,2,0,0,0,0,0,1,0,22,0.0,0.0,0.0,-100.0,Jose Rosado,P,820,0.0,1997
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,Scott Service,P,820,0.0,1997
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Allen McDill,P,820,0.0,1997
0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Jamie Walker,P,820,0.0,1997
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,Mike Williams,P,820,0.0,1997
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Jim Converse,P,820,0.0,1997
0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Hipolito Pichardo,P,820,0.0,1997
0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Matt Whisenant,P,820,0.0,1997
0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.0,0.0,0.0,0.0,Mike Perez,P,820,0.0,1997
0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Brian Bevil,P,820,0.0,1997
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Jason Jacome,P,820,0.0,1997
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0,0.0,0.0,0.0,Jose Santiago,P,820,0.0,1997
0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,Larry Casian,P,820,0.0,1997
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.0,0.0,0.0,0.0,Mitch Williams,P,820,0.0,1997
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,Chris Haney,P,820,0.0,1997
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Roland de la Maza,P,820,0.0,1997
0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,Randy Veres,P,820,0.0,1997
0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,Ricky Bones,P,820,0.0,1997
0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,Gregg Olson,P,820,0.0,1997
0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.0,0.0,0.0,0.0,Jeff Montgomery,P,820,0.0,1997
0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Hector Carrasco,P,820,0.0,1997
24,2,379,31,3,112,4,104,7,19,5,419,58,54,3,2,0,57,189,32,0.27399999999999997,0.33899999999999997,0.838,110.0,Mike Macfarlane,C,786,0.499,1996
33,8,561,74,10,151,9,170,1,5,3,645,85,47,24,2,7,98,234,27,0.303,0.384,0.8009999999999999,104.0,Jose Offerman,1B,786,0.41700000000000004,1996
33,3,433,30,6,138,7,118,2,7,4,471,49,55,11,5,1,40,178,31,0.273,0.319,0.73,84.0,Keith Lockhart,2B,786,0.41100000000000003,1996
14,5,420,40,6,143,6,92,4,4,0,485,51,48,5,4,17,74,128,29,0.21899999999999997,0.29100000000000004,0.595,52.0,David Howard,SS,786,0.305,1996
24,1,337,26,4,110,10,102,1,6,4,370,36,47,13,4,2,47,146,26,0.303,0.35100000000000003,0.784,98.0,Joe Randa,3B,786,0.433,1996
14,4,524,39,22,143,3,148,2,1,0,587,80,35,66,1,21,79,173,27,0.282,0.33399999999999996,0.664,70.0,Tom Goodwin,LF,786,0.33,1996
22,5,517,31,5,145,4,140,3,6,3,566,61,50,25,5,10,64,190,22,0.271,0.313,0.68,73.0,Johnny Damon,CF,786,0.368,1996
18,4,339,40,4,108,7,88,7,12,1,393,55,53,10,4,3,69,150,25,0.26,0.34600000000000003,0.789,99.0,Michael Tucker,RF,786,0.442,1996
15,1,257,38,0,85,12,62,3,8,2,301,29,40,2,3,0,69,103,26,0.24100000000000002,0.342,0.743,88.0,Joe Vitiello,DH,786,0.401,1996
15,1,429,23,3,118,11,111,2,22,2,462,61,67,5,5,3,101,194,27,0.259,0.29600000000000004,0.7490000000000001,87.0,Craig Paquette,UT,786,0.452,1996
21,2,339,25,9,90,8,96,2,0,8,372,39,52,12,6,0,38,121,32,0.28300000000000003,0.331,0.688,75.0,Bip Roberts,UT,786,0.35700000000000004,1996
14,1,239,54,2,89,7,61,2,9,2,299,31,40,5,4,0,58,104,28,0.255,0.391,0.826,110.0,Bob Hamelin,UT,786,0.435,1996
2,0,143,14,1,51,3,29,2,6,0,160,20,19,1,0,1,25,49,24,0.203,0.28300000000000003,0.626,58.0,Sal Fasano,C,786,0.34299999999999997,1996
6,0,132,11,3,55,2,32,0,8,0,143,20,23,3,0,0,32,62,27,0.242,0.301,0.77,92.0,Kevin Young,1B,786,0.47,1996
5,1,90,13,0,35,0,19,0,5,2,104,16,17,0,1,0,25,41,24,0.21100000000000002,0.308,0.763,91.0,Jon Nunnally,RF,786,0.456,1996
6,0,92,2,2,36,1,27,0,0,0,95,8,6,5,0,1,5,33,23,0.293,0.309,0.667,69.0,Chris Stynes,LF,786,0.359,1996
7,0,63,7,2,22,1,18,0,1,0,70,9,11,3,0,0,16,28,23,0.28600000000000003,0.35700000000000004,0.802,103.0,Rod Myers,CF,786,0.444,1996
0,0,49,6,1,54,0,6,1,0,0,56,9,0,1,0,0,14,6,27,0.122,0.23199999999999998,0.355,-6.0,Les Norman,UT,786,0.122,1996
3,0,30,7,0,14,0,7,0,0,0,37,5,1,0,0,0,10,10,28,0.233,0.37799999999999995,0.7120000000000001,84.0,Pat Lennon,UT,786,0.33299999999999996,1996
0,0,4,0,0,4,0,1,0,0,0,4,1,0,0,0,0,1,1,26,0.25,0.25,0.5,28.0,Henry Mercedes,C,786,0.25,1996
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Ken Robinson,P,786,0.0,1996
0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,Tim Pugh,P,786,0.0,1996
0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,Mike Magnante,P,786,0.0,1996
0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,Kevin Appier,P,786,0.0,1996
0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Julio Valera,P,786,0.0,1996
0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.0,0.0,0.0,0.0,Mark Gubicza,P,786,0.0,1996
0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Hipolito Pichardo,P,786,0.0,1996
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Brian Bevil,P,786,0.0,1996
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,Bob Scanlan,P,786,0.0,1996
0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.0,0.0,0.0,0.0,Jose Rosado,P,786,0.0,1996
0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Jason Jacome,P,786,0.0,1996
0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Jaime Bluma,P,786,0.0,1996
0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,Doug Linton,P,786,0.0,1996
0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Chris Haney,P,786,0.0,1996
0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.0,0.0,0.0,0.0,Tim Belcher,P,786,0.0,1996
0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Jeff Granger,P,786,0.0,1996
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.0,0.0,0.0,0.0,Terry Clark,P,786,0.0,1996
0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Rick Huisman,P,786,0.0,1996
0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.0,0.0,0.0,0.0,Jeff Montgomery,P,786,0.0,1996
18,1,307,25,1,110,16,77,3,1,1,347,23,27,0,1,11,41,100,27,0.251,0.313,0.638,66.0,Brent Mayne,C,691,0.326,1995
28,0,465,69,2,131,10,144,2,12,10,550,69,83,3,9,5,65,208,33,0.31,0.39399999999999996,0.8420000000000001,118.0,Wally Joyner,1B,691,0.447,1995
19,3,274,14,1,94,2,88,4,6,2,300,41,33,8,7,1,21,131,30,0.321,0.355,0.833,114.0,Keith Lockhart,2B,691,0.478,1995
25,4,430,38,5,120,11,110,2,6,2,482,58,49,3,5,7,60,161,33,0.256,0.316,0.69,79.0,Greg Gagne,SS,691,0.374,1995
27,0,514,47,3,137,7,134,8,35,6,578,76,96,3,6,3,91,266,36,0.261,0.32899999999999996,0.846,116.0,Gary Gaetti,3B,691,0.518,1995
13,4,293,27,9,75,7,84,1,4,1,324,39,20,26,1,2,48,117,33,0.287,0.348,0.747,94.0,Vince Coleman,LF,691,0.39899999999999997,1995
16,3,480,38,18,133,7,138,5,4,0,537,72,28,50,0,14,72,172,26,0.28800000000000003,0.34600000000000003,0.7040000000000001,84.0,Tom Goodwin,CF,691,0.358,1995
15,6,303,51,4,119,4,74,2,14,5,360,51,42,6,0,4,86,143,23,0.244,0.35700000000000004,0.8290000000000001,113.0,Jon Nunnally,RF,691,0.47200000000000003,1995
7,1,208,26,1,72,6,35,6,7,1,242,20,25,0,1,0,56,65,27,0.168,0.278,0.591,53.0,Bob Hamelin,DH,691,0.313,1995
13,4,255,24,1,95,7,62,1,0,1,287,23,19,6,1,6,41,83,28,0.243,0.31,0.635,66.0,David Howard,MI,691,0.325,1995
11,5,188,12,0,47,2,53,1,3,0,206,32,23,7,3,2,22,83,21,0.282,0.324,0.765,97.0,Johnny Damon,CF,691,0.441,1995
10,0,177,18,3,62,3,46,1,4,2,198,23,17,2,0,2,51,68,24,0.26,0.332,0.716,86.0,Michael Tucker,UT,691,0.384,1995
8,1,143,7,0,52,1,33,0,4,1,150,14,13,0,0,0,22,55,32,0.231,0.267,0.6509999999999999,67.0,Pat Borders,C,691,0.385,1995
4,0,130,8,0,53,4,33,4,7,0,142,13,21,0,0,0,25,58,25,0.254,0.317,0.763,96.0,Joe Vitiello,DH,691,0.446,1995
6,2,117,8,2,55,3,28,1,1,0,130,13,17,2,1,3,15,41,31,0.239,0.29100000000000004,0.642,66.0,Edgar Caceres,2B,691,0.35,1995
6,0,113,9,0,52,3,23,0,4,0,124,11,12,1,0,2,37,41,26,0.204,0.262,0.625,61.0,Phil Hiatt,RF,691,0.363,1995
3,0,97,3,1,29,2,26,0,0,0,101,4,6,0,0,1,8,29,31,0.268,0.29,0.589,54.0,Jose Lind,2B,691,0.299,1995
2,0,70,6,1,34,2,12,0,1,0,76,6,5,0,0,0,17,17,25,0.171,0.237,0.48,25.0,Joe Randa,IF,691,0.243,1995
3,0,58,6,0,26,1,18,1,2,0,67,6,7,1,2,0,10,27,32,0.31,0.373,0.8390000000000001,117.0,Chris James,DH,691,0.466,1995
2,0,43,8,0,23,0,11,1,0,0,55,7,9,0,2,1,13,13,25,0.256,0.37,0.6729999999999999,78.0,Henry Mercedes,C,691,0.302,1995
0,1,40,6,1,24,0,9,0,0,0,47,6,4,0,0,1,6,11,26,0.225,0.326,0.601,58.0,Les Norman,UT,691,0.275,1995
1,0,36,9,0,15,2,10,0,1,0,46,4,6,0,0,0,7,14,29,0.278,0.42200000000000004,0.8109999999999999,113.0,Jeff Grotewold,DH,691,0.389,1995
1,0,35,4,0,22,3,6,0,0,0,39,7,2,0,0,0,3,7,22,0.171,0.256,0.456,21.0,Chris Stynes,UT,691,0.2,1995
0,0,34,5,0,15,0,6,0,2,1,39,3,5,1,0,0,11,12,34,0.17600000000000002,0.282,0.635,64.0,Juan Samuel,UT,691,0.353,1995
1,0,35,2,0,22,0,5,0,0,0,38,2,5,1,0,1,7,6,25,0.14300000000000002,0.18899999999999997,0.361,-5.0,Brent Cookson,UT,691,0.171,1995
1,0,30,2,0,9,1,4,0,0,0,32,2,1,0,0,0,9,5,30,0.133,0.188,0.354,-7.0,Felix Jose,RF,691,0.16699999999999998,1995
0,0,15,2,0,9,1,5,0,1,0,17,2,3,0,0,0,4,8,32,0.33299999999999996,0.41200000000000003,0.945,144.0,Keith Miller,UT,691,0.5329999999999999,1995
0,0,5,1,0,3,0,0,0,0,0,6,1,0,0,0,0,1,0,32,0.0,0.16699999999999998,0.16699999999999998,-52.0,Russ McGinnis,UT,691,0.0,1995
0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,30,0.0,0.0,0.0,-100.0,Jose Mota,2B,691,0.0,1995
0,0,2,0,0,44,0,0,0,0,0,2,0,0,0,0,0,0,0,25,0.0,0.0,0.0,-100.0,Hipolito Pichardo,P,691,0.0,1995
0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Rusty Meacham,P,691,0.0,1995
0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Dilson Torres,P,691,0.0,1995
0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,Mike Magnante,P,691,0.0,1995
0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Kevin Appier,P,691,0.0,1995
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0,0.0,0.0,0.0,Jim Converse,P,691,0.0,1995
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,Dave Fleming,P,691,0.0,1995
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.0,0.0,0.0,0.0,Jim Pittsley,P,691,0.0,1995
0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.0,0.0,0.0,0.0,Mark Gubicza,P,691,0.0,1995
0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0,0.0,0.0,0.0,Melvin Bunch,P,691,0.0,1995
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.0,0.0,0.0,0.0,Tom Browning,P,691,0.0,1995
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.0,0.0,0.0,0.0,Scott Anderson,P,691,0.0,1995
0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,Jason Jacome,P,691,0.0,1995
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,Doug Linton,P,691,0.0,1995
0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Chris Haney,P,691,0.0,1995
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.0,0.0,0.0,0.0,Dennis Rasmussen,P,691,0.0,1995
0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Billy Brewer,P,691,0.0,1995
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,Gregg Olson,P,691,0.0,1995
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,Rick Huisman,P,691,0.0,1995
0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.0,0.0,0.0,0.0,Jeff Montgomery,P,691,0.0,1995
0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,Tom Gordon,P,691,0.0,1995
39,4,639,56,8,156,21,206,14,12,3,714,102,73,15,2,3,100,289,33,0.322,0.38799999999999996,0.84,121.0,Derek Jeter,SS,777,0.452,2007
39,3,623,69,5,154,13,214,12,14,4,715,118,97,34,4,7,102,301,32,0.34299999999999997,0.41700000000000004,0.9,132.0,Derek Jeter,SS,767,0.483,2006
25,5,654,77,5,159,15,202,11,19,3,752,122,70,14,3,7,117,294,31,0.309,0.389,0.8390000000000001,125.0,Derek Jeter,SS,789,0.45,2005
44,1,643,46,4,154,19,188,14,23,1,721,111,78,23,2,16,99,303,30,0.292,0.35200000000000004,0.823,114.0,Derek Jeter,SS,808,0.47100000000000003,2004
25,3,482,43,5,119,10,156,13,10,2,542,87,52,11,1,3,88,217,29,0.324,0.39299999999999996,0.8440000000000001,125.0,Derek Jeter,SS,716,0.45,2003
26,0,644,73,3,157,14,191,7,18,2,730,124,75,32,3,3,114,271,28,0.297,0.373,0.794,111.0,Derek Jeter,SS,697,0.42100000000000004,2002
35,3,614,56,3,150,13,191,10,21,3,686,110,74,27,1,5,99,295,27,0.311,0.377,0.858,124.0,Derek Jeter,SS,713,0.48,2001
31,4,593,68,4,148,14,201,12,15,4,679,119,73,22,3,3,99,285,26,0.33899999999999997,0.41600000000000004,0.8959999999999999,128.0,Derek Jeter,SS,814,0.48100000000000004,2000
37,9,627,91,8,158,12,219,12,24,5,739,134,102,19,6,3,116,346,25,0.349,0.43799999999999994,0.9890000000000001,153.0,Derek Jeter,SS,731,0.552,1999
25,8,626,57,6,149,13,203,5,19,1,694,127,84,30,3,3,119,301,24,0.324,0.384,0.8640000000000001,127.0,Derek Jeter,SS,656,0.48100000000000004,1998
31,7,654,74,12,159,14,190,10,10,0,748,116,70,23,2,8,125,265,23,0.29100000000000004,0.37,0.775,103.0,Derek Jeter,SS,688,0.405,1997
25,6,582,48,7,157,13,183,9,10,1,654,104,78,14,9,6,102,250,22,0.314,0.37,0.8,101.0,Derek Jeter,SS,787,0.43,1996
4,1,48,3,0,15,0,12,0,0,0,51,5,7,0,0,0,11,18,21,0.25,0.294,0.669,74.0,Derek Jeter,SS,688,0.375,1995
