Tm,#P,PAge,RA/G,W,L,W-L%,ERA,G,GS,GF,CG,tSho,cSho,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,LOB
HOU,15,27.4,4.17,97,65,.599,3.83,162,162,150,12,8,5,48,1458.2,1485,675,620,128,478,17,1204,40,0,54,6199,117,3.69,1.346,9.2,0.8,2.9,7.4,2.52,1148
KCR,27,26.9,5.72,64,97,.398,5.35,161,161,150,11,3,2,29,1420.2,1607,921,844,202,643,34,831,68,6,60,6387,93,5.31,1.584,10.2,1.3,4.1,5.3,1.29,1204
LAD,21,28.6,4.86,77,85,.475,4.45,162,162,154,8,6,3,37,1453.0,1438,787,718,192,594,26,1077,62,9,53,6317,97,4.72,1.398,8.9,1.2,3.7,6.7,1.81,1171
MIL,24,28.2,5.50,74,87,.460,5.07,161,161,159,2,5,0,40,1442.2,1618,886,813,213,616,42,987,51,10,64,6477,89,5.07,1.549,10.1,1.3,3.8,6.2,1.60,1263
MIN,18,26.3,5.25,63,97,.394,5.00,161,161,148,13,8,3,34,1423.1,1591,845,791,208,487,22,927,28,6,57,6216,101,4.82,1.460,10.1,1.3,3.1,5.9,1.90,1101
MON,21,25.5,5.27,68,94,.420,4.69,162,162,156,6,4,3,44,1434.1,1505,853,748,152,572,39,1043,60,8,46,6321,96,4.38,1.448,9.4,1.0,3.6,6.5,1.82,1165
NYM,23,32.7,4.36,97,66,.595,4.27,163,163,158,5,7,3,49,1456.2,1372,711,691,167,617,53,1172,52,4,38,6232,104,4.39,1.365,8.5,1.0,3.8,7.2,1.90,1151
NYY,18,31.2,4.51,98,64,.605,4.13,162,162,156,6,10,4,50,1439.2,1402,731,661,158,581,27,1111,57,4,49,6233,113,4.35,1.377,8.8,1.0,3.6,6.9,1.91,1183
OAK,23,31.4,5.22,87,75,.537,4.69,162,162,156,6,5,0,48,1438.1,1537,846,750,160,569,45,967,54,8,57,6309,97,4.53,1.464,9.6,1.0,3.6,6.1,1.70,1148
PHI,22,28.3,5.22,77,85,.475,4.92,162,162,151,11,6,2,32,1438.1,1494,846,787,212,627,24,1030,58,10,67,6348,98,5.05,1.475,9.3,1.3,3.9,6.4,1.64,1187
PIT,21,26.8,4.86,78,83,.484,4.33,161,161,153,8,3,0,34,1433.1,1444,782,689,160,633,54,1083,51,10,54,6272,107,4.51,1.449,9.1,1.0,4.0,6.8,1.71,1190
SDP,20,28.8,4.82,74,88,.457,4.47,162,162,157,5,6,3,43,1420.1,1454,781,705,193,529,48,1078,35,5,73,6147,95,4.57,1.396,9.2,1.2,3.4,6.8,2.04,1105
SEA,28,28.2,5.59,79,83,.488,5.24,162,162,155,7,6,2,40,1433.2,1613,905,834,191,684,39,980,71,3,63,6471,95,5.08,1.602,10.1,1.2,4.3,6.2,1.43,1265
SFG,16,28.6,5.13,86,76,.531,4.71,162,162,156,6,3,1,42,1456.1,1486,831,762,194,655,41,1076,51,7,62,6430,92,4.84,1.470,9.2,1.2,4.0,6.6,1.64,1230
STL,22,28.6,5.20,75,86,.466,4.74,161,161,156,5,3,3,38,1445.1,1519,838,761,161,667,38,1025,63,9,60,6427,97,4.68,1.512,9.5,1.0,4.2,6.4,1.54,1253
TBD,24,29.6,5.64,69,93,.426,5.06,162,162,156,6,5,2,45,1433.0,1606,913,805,172,695,25,1055,79,5,52,6482,98,4.84,1.606,10.1,1.1,4.4,6.6,1.52,1270
TEX,20,30.1,5.30,95,67,.586,5.07,162,162,156,6,9,2,47,1436.1,1626,859,809,186,509,23,979,40,2,50,6313,100,4.60,1.486,10.2,1.2,3.2,6.1,1.92,1145
TOR,22,27.9,5.32,84,78,.519,4.92,162,162,148,14,9,3,39,1439.0,1582,862,787,191,575,25,1009,53,4,55,6368,99,4.77,1.499,9.9,1.2,3.6,6.3,1.75,1189
LgAvg,20,28.8,5.08,81,81,.500,4.70,162,162,154,8,,,41,1440,1511,823,752,184,596,37,1037,53,6,54,6323,101,4.71,1.463,9.4,1.2,3.7,6.5,1.74,1179
,585,28.8,5.08,2427,2427,.500,4.70,4856,4856,4619,237,,,1217,43211.1,45327,24691,22554,5528,17891,1107,31119,1579,177,1632,189692,101,4.71,1.463,9.4,1.2,3.7,6.5,1.74,35367
